,0,1,2,3,4,5,6,7,8,9,10,11
222,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,6.806313787910392
799,1.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,14.880378242948208
934,1.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,5.16170560153185
1655,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,20.766864315825494
1250,1.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,0.0,6.282464503120785
496,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.917238377593625
362,0.0,0.0,1.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,-3.644946019126996
398,1.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,19.9442913841997
966,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.2979712179519191
642,0.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,10.117610196362284
1265,0.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,1.0,1.0,0.0,-1.8609734792810992
1584,0.0,0.0,0.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,11.932300516693758
783,1.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,15.326802806570504
1216,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,7.511171634688742
635,0.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,12.112909078405512
109,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.6017256157508264
902,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,9.38014808423578
1726,1.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,13.453131703683471
1656,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,15.182977389734155
115,1.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,9.493840749791584
861,1.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,0.0,1.0,1.0,15.231501601374935
1532,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,11.195146948381588
801,1.0,1.0,0.0,1.0,3.0,3.0,2.0,5.0,0.0,1.0,1.0,7.184804379817235
1007,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.688047802556156
1449,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,5.426969423647
400,0.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,12.41375286024304
1038,1.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,5.271635233778548
25,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.8987694578323158
1340,0.0,0.0,1.0,1.0,0.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0709008504402
514,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,21.871657751770883
531,0.0,0.0,0.0,1.0,2.0,5.0,1.0,4.0,0.0,1.0,1.0,17.582258188183445
1351,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,9.2818201774198
1331,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,17.273448250972585
101,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.3768525357006105
153,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,-1.817978891209254
1148,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,16.527091457884787
441,1.0,0.0,1.0,1.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,10.03971175876023
427,1.0,0.0,1.0,1.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,20.53818859387453
431,0.0,1.0,1.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,14.405314464991438
253,0.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0448583257746859
1720,1.0,1.0,0.0,1.0,5.0,5.0,0.0,5.0,1.0,0.0,1.0,16.49761347673607
793,1.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,8.24760837149677
878,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,6.750013846510793
846,1.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,19.24393077983314
311,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,-3.7810293123607104
488,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,13.458736364250653
1459,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,-1.7953294757773763
470,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,12.71438776825627
1112,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,9.474029548935253
314,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,7.8755212852176815
1004,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,11.703659290815157
601,0.0,0.0,1.0,1.0,5.0,3.0,4.0,4.0,0.0,1.0,0.0,17.983957698786586
786,1.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,1.0,0.0,17.140114137712697
303,1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,15.08911029358407
1271,1.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,15.743605441778517
992,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,6.830904313872773
863,1.0,0.0,1.0,1.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0,-4.604975568402585
898,1.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,6.994764587635707
1509,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,5.978718595234794
1289,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,14.34041835295708
777,1.0,1.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,-3.0214857247232705
1342,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,19.05759215698582
1352,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.685924941759669
930,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.017151860091984
918,1.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,1.8277294224617415
1191,1.0,1.0,1.0,0.0,2.0,4.0,5.0,1.0,1.0,1.0,0.0,10.813430540193716
779,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,16.975546016137184
