,12
902,19.74250411991397
1726,19.08247391321358
1656,18.452392026029784
115,21.846409933846395
861,19.464703641985
1532,16.38875103595395
801,16.213804120572448
1007,17.418402911808162
1449,13.443546608358115
400,20.607416672811357
1038,14.180090403442849
25,14.151219214159966
1340,9.616801724696485
514,25.37621161362128
531,22.261347854813152
1351,13.474157534225244
1331,18.614679455822163
101,15.815861382063662
153,19.19899556290461
1148,20.22115093931104
441,20.913679465419005
427,24.159162235395303
431,21.684165805970085
253,16.96738347500119
1720,20.82684714159737
793,15.275750785377474
878,18.302597907949337
846,20.98000458972919
311,17.057379189455467
488,23.275104815708065
1459,10.029380372384374
470,18.982574296065067
1112,14.65058376742124
314,18.78462160658113
1004,20.9772333781151
601,24.16915827190775
786,20.86576275809319
303,22.351427279899465
1271,19.759978627455972
992,17.726876947690783
863,10.433073097269798
898,19.61851509910919
1509,13.564034043156347
1289,18.506479885955397
777,9.648478900776915
1342,19.575854910777533
1352,6.748162198778617
930,15.748148106327408
918,19.6690512796016
1191,15.939306576637852
779,20.051603528610663
794,13.252411523615557
836,17.649912813327234
492,19.80933496594225
729,11.857557151825656
1027,22.038428463785728
351,23.174919418845214
464,16.4003651526442
542,21.94418319278481
1502,12.581259754915772
1021,17.358386636100054
56,16.83891980991575
233,20.96936779708977
1086,14.183383360054725
157,19.24956697589946
1650,15.04937700672436
1327,11.21143801412081
1231,20.784429692720494
1554,8.857456627702874
194,23.8643654310975
1276,18.093625835229197
1115,7.441722874903751
1362,12.862511632042306
1732,16.342520108633348
196,24.84427281832413
396,19.349471346380724
155,21.72628214716312
824,15.486494450133783
1594,23.727493128662736
568,19.19767323993679
1108,9.884141127843726
1450,13.872333999270966
453,23.65055430626235
1074,16.73769357549002
1702,8.865245409929955
254,16.750621531129028
296,16.67208993293426
345,22.467869173560256
137,23.712059868880683
1441,9.547106322888578
1593,18.58717969427844
669,12.800389115206766
1092,13.927974794499681
475,15.243496417504604
383,20.013697314252244
1670,5.950002816037365
409,15.752055271227457
1623,20.073879972941988
1471,15.55926524240964
927,19.393955736681164
528,13.639007328121068
1134,18.96229223422749
1175,19.59041247352784
1012,20.444922099886163
31,12.948952252704307
405,15.72050525402137
1266,7.920711418364156
1718,13.044068420877888
160,22.90909102028893
937,19.03101183649229
591,22.17904769227204
823,19.35984121422191
701,11.635483004438138
896,21.56453381286769
327,21.07601103751927
1654,16.53679383841085
529,24.95345220356089
306,18.449994436470643
813,17.531438332317965
1310,11.328899825654256
870,16.46575225060246
912,22.33635778839354
1001,17.859414277322458
167,17.568613317784475
1648,20.89441570884189
1706,12.06773575506376
1671,20.583434362665805
1089,11.436536704697875
854,16.37883806608036
1394,13.541382108140022
901,22.98487718444671
1020,12.82473925003961
1243,23.92205940838289
49,16.11506944210481
440,22.967616604004565
16,14.22739091802972
1510,12.341518583240074
114,20.11198837165325
504,16.39450071676235
299,18.322979068604987
1424,11.087469020053067
597,20.304358678712813
1565,19.306831131433004
559,15.649417276298458
175,23.526590487893834
1579,14.873753145767422
517,18.52227290486953
941,21.004864663332157
672,15.682485347181133
1700,21.7029700681893
33,15.96119207048896
880,22.87972131713952
1094,12.49717087403795
761,17.52954101675606
903,12.747052612593953
184,24.90089843158226
905,16.29519244016829
873,17.92392429277787
372,21.699297008695808
1165,17.782121441153574
974,12.490807816441668
1473,12.73721653032506
943,17.57151369696242
952,22.74302155789125
1633,13.362235655285405
745,11.037111842093832
352,21.709899304498723
62,16.727289871769198
856,19.631325895505565
872,17.405036685843793
1665,15.476309734617937
619,19.17875129308527
523,16.323028401300505
44,13.231052106364
690,11.27359273551226
1118,7.042274276458014
778,16.855132205159002
1345,19.800603528877325
1701,9.339603346729149
822,18.42323081074602
271,20.0340664207118
1343,10.270224658080426
1386,18.835307680435246
1419,17.99363938043381
684,12.717780829355352
1640,13.675065870851396
1014,23.52268229452292
894,22.718165030418664
1598,12.962362640626925
337,16.30377718253492
1442,16.911436218806575
1364,7.584462167707898
59,16.16687377558923
1689,17.572427845204235
1526,20.0265019433884
1521,16.74940276097783
39,14.046875661399536
1372,11.145403916524389
1750,13.671504180629231
105,20.33475407692743
1503,10.209317100179446
748,14.108179967341789
466,20.31216844715422
36,18.432513440551254
1299,23.40307768624446
1294,21.089683204247507
1557,11.152582851956227
467,12.048611352775842
172,20.150774851491548
1693,20.186175963701
343,17.36497872560247
24,12.404075278712003
993,18.07358398666617
1099,21.273240145984065
304,20.2130870788408
129,20.98135916661592
1033,10.968444248710831
357,17.720613545860882
261,19.533404803493674
1587,12.725213511521291
1575,20.25069522395976
1658,7.270706746052177
435,22.35941918298274
490,22.85429784544166
768,22.66252465594845
374,23.19152385656279
1537,19.21564349741751
722,9.386809898842897
1624,18.505228806037543
1642,22.97604024419583
1497,21.35710639232366
647,13.292847559549982
1102,16.64269901141489
1187,10.455978457401018
161,17.97092706190925
816,9.841224617347631
19,18.9030854587495
994,24.177083506891563
1328,20.091489957753684
685,15.39072189343677
785,11.326452407180025
1508,11.271172815077742
52,22.395252769542346
1599,15.30206488296938
1149,21.44650111622522
1336,18.296435913868404
919,21.90418946725967
1168,21.945828335735307
640,17.671944469887872
1291,14.751429506319209
590,16.356788390805544
1318,20.536439226960223
707,12.332457304541464
1713,15.644437368756368
558,15.631694849022391
227,19.852770358404637
1313,16.940681115030184
1625,15.77549390023068
1690,20.05460267377282
1400,21.55979671740133
246,18.406108681760703
319,20.8602554530389
928,20.51988007081885
212,18.596721517201562
1573,11.218654796876578
1711,11.255294690821142
320,17.68086154988044
1416,17.109555300129557
1240,17.116712398796032
50,13.99205928470761
1444,12.230813164386593
706,17.747732533500848
981,12.224643991123264
365,20.53729708245592
230,21.421806137014972
1382,15.654737404166372
318,19.119113156516843
1555,9.501596376364404
1652,21.27731902127771
94,12.594334848023664
269,15.082656542149726
281,17.932719664992028
1248,14.47987434578825
1210,22.17535578340772
1717,22.663480586472744
807,14.97881853445953
1066,15.766893918471132
1090,19.801325672197322
819,21.02710649903521
563,14.141984071108489
725,18.7416898338082
1483,21.02349343225673
782,15.949830788757348
404,16.22226701919749
447,23.611489199615477
43,18.816706185757475
389,16.105245263010392
284,22.488969639921287
240,16.326363731451455
1375,15.634311236637258
413,22.529143653764613
1140,18.04866472208351
486,19.260219307037215
57,19.26359204204406
1288,13.555032312452012
213,18.02847362550632
1054,15.538954026640306
1261,15.528414408358318
1684,12.982050292136687
142,20.85083770037272
614,23.197845563918836
555,23.549591465506627
382,21.591912648539008
1349,9.882605926497874
12,13.555525549796023
1425,12.921586049512102
169,22.29953872170417
1353,4.817258307140676
333,20.272884862087697
324,21.53671596620224
763,19.626459158068226
1059,22.03919502149023
1063,12.36344270024449
1682,15.793649076554685
986,20.84677301641468
1255,19.808945405882223
412,19.12216007674033
1319,17.802277211194777
379,23.841247612199503
1740,19.588667462703917
93,15.566768810591538
733,10.318454012029765
1316,8.510240113355115
452,19.48227782220759
1274,19.4231754630194
1390,12.813359276053182
407,20.63608424256375
283,17.09478769954257
1370,22.123963744578617
1253,23.543651720458072
5,12.357870802847454
1637,21.62461954394303
924,16.594551823684643
547,17.59247328097695
1321,13.761203205105135
1084,14.272149549079776
1408,19.48145121880444
960,19.42025870137729
128,22.233647937996142
998,12.026535270936057
438,15.96559171449961
649,20.33217716744553
1106,11.202753171250452
1098,16.354745253431567
1137,17.182863581163094
1173,12.365901200803552
1418,11.02205492443592
1055,7.258548492542558
698,8.404748285149928
704,19.091751830676547
1154,8.986061349987503
676,19.170878493764285
1081,17.979402169432795
1076,12.276397117993984
755,14.298553896772866
1641,18.25786914411716
150,18.922264288338816
1628,20.88459875390461
835,18.435749067341987
1675,9.707674128550831
890,22.15007970362961
317,22.3826774879465
1411,20.9132829211655
348,19.54755517915381
224,17.228231247969575
589,20.160484243165232
55,14.326350720084486
193,15.389713418654429
1127,10.008439719188916
1377,15.331062705138802
393,22.286856061858963
121,21.374294601950748
1060,11.624200089938412
1677,12.558854093885127
1748,8.370905965529918
225,21.066810380073616
1227,13.0150323189505
730,12.406833271318282
1672,18.670773774916817
798,22.115079500643574
79,13.40921218502702
248,20.6006207492595
971,15.901926285830951
1472,19.75140069158471
622,17.35224637605712
1323,11.04854309979052
1747,9.118493831883708
1681,18.567935827729052
1107,15.577020198894914
839,17.875860656149907
42,14.697181214081246
988,21.37285682468818
446,23.65859723444468
479,19.24460998860803
491,19.85429917915581
1124,16.00169509966124
1158,14.621644772578602
1332,9.871911316399526
840,8.966523620166159
1085,15.092609054141867
498,13.843362232211543
1528,23.87356913310536
1520,22.753667834038865
30,12.002480249716658
1729,22.906213731894155
1612,11.163626966552906
505,22.36233724956344
1683,12.076053373109213
1385,13.590810037921782
1156,15.912313090980858
1513,12.32270361140368
235,19.695574331183888
1150,18.1051666667364
1062,11.951651372856954
1549,10.420134940588529
948,21.71110279153135
1657,15.031926342004336
1498,18.53002815320477
594,23.17791142530537
845,22.993336760713127
1454,13.533093235602616
1680,19.970960471414354
165,22.717554165063483
1435,17.618567931632334
11,12.779489412365889
1024,15.181513812716725
537,20.1766698710824
1039,11.785708037133343
423,26.46753580437314
1217,9.782548636188954
1636,8.078300753755896
433,27.20092098219109
1050,10.624915517045064
461,20.072383821186754
1577,15.916314275043224
156,16.27364242993813
1230,10.68995564720317
489,16.354809398912668
752,15.678431340667611
439,17.389641387958548
484,21.520278839642152
1000,21.362987673002827
135,17.78928024786695
1469,20.67202177557236
551,24.25597305939419
608,19.328739128867472
712,16.278545340289988
585,18.38783837860657
1095,19.413464924194614
1114,16.12416118448749
627,19.0950071427302
1476,16.686497455841224
118,21.349181795734705
583,25.502531360882475
1387,14.71482596935996
1268,10.968589371021874
714,21.39304679031694
658,14.218706027824537
1704,10.821619649669138
67,13.823052876316453
183,20.7760047314628
1531,11.037300687382317
1333,9.634875738696111
152,25.29905482911476
245,21.23540321881473
626,13.320173745723883
734,16.247971501652245
524,19.58970451055588
344,19.5299307396133
982,16.747074398610597
38,18.053447338184835
448,25.086865251658622
648,14.699838283313756
223,20.56829892920197
1215,23.196797656567107
1438,11.615462980979844
753,11.039538563879129
1439,7.8731650828687485
795,20.003353671346936
1669,15.433884171353748
959,12.98144709597025
502,20.157179469619848
827,18.06686349668351
1603,20.03130547841376
548,19.974877863606967
113,20.691138357169574
1615,11.669434846979415
985,23.108291871484656
1478,8.783748658987413
1073,11.255079906940294
1586,22.360172680534586
48,16.467117272556774
969,14.883160453395735
171,17.015230623174233
923,19.073521741616386
1668,12.791829900930162
289,22.380312887901677
907,18.75306621903675
166,20.36911433696486
869,20.805611853922827
89,13.53570175959896
1431,14.314367516660406
286,22.96092204485223
578,20.030608224783343
586,20.85254258848653
460,18.602444686779364
234,21.15696389770105
696,14.930653559954951
1596,8.864216098407454
274,18.889790054168994
1146,20.530370880675463
1746,14.780056115853537
900,22.02675141778245
456,14.51522756689783
710,13.882116339198669
1468,12.201166365477356
426,23.924119605663755
814,12.061223212617891
1278,18.18230152899744
394,14.97563649338774
713,19.10563760783184
1739,13.766235250239918
241,21.16242461635398
294,15.62494585643142
191,19.169652966060276
632,11.687055938689362
1275,17.864595077695054
84,19.749160102022337
1247,11.63266810648507
47,16.64136487735671
35,17.130527101491026
726,18.844568686577983
219,20.76866198248784
107,23.943857036725284
364,23.348798536342404
936,17.812176988651487
552,14.867263679468184
1643,12.898158571292598
760,22.685592615983264
1144,13.261895843896731
326,17.041485612611353
370,25.277004785287225
976,18.836481801339485
1035,10.668226121181196
1569,11.336361540911344
69,19.577850397481058
211,14.84279717355395
784,11.975052704705154
877,15.150126185294804
331,19.43634355096888
204,23.05833952978218
82,22.62026776548479
1688,21.50107965779755
1130,18.42951065876714
628,14.617636160479796
34,15.218082333239554
51,21.57351511935316
32,19.05733010274877
1749,21.397910089075395
516,21.96765142999477
1609,20.16978190106431
494,23.20093755924905
70,13.837294149226064
826,22.739800801653463
534,17.972963756758297
469,18.1383384029362
1042,8.661717539559175
332,19.86370834036019
1492,16.305027825240707
954,20.521624192744
888,21.40174078081657
1312,14.017244981599676
767,13.008073927000469
1564,16.309971677506343
1428,17.55991946455263
312,24.127690281463693
1147,18.250492689507983
1496,9.15420276705026
1588,15.118198701957578
26,12.85945658538492
1080,16.516819572447403
151,24.77373412913516
1302,20.733171438658324
892,19.640701915959507
679,13.046104159918608
37,14.14912043518718
1617,13.892531057307476
1635,19.382427326884493
692,18.26295606880754
1226,12.1749434154873
102,18.465813526717778
58,15.5333090088706
1236,15.198321636498251
977,22.220580364819075
727,14.114861253951883
762,17.95443345386274
451,20.29933361968945
1736,19.548385405888
1453,21.294331941131688
401,19.58048256964116
1590,18.79077852388236
527,13.97102634698299
540,16.837992058229823
363,20.223017468016167
1595,22.655834422438826
358,24.100783362319987
1558,12.780647058023352
581,26.160431998041066
310,20.173166744483083
1742,22.29682154573342
633,17.528810699332183
629,12.751922341639537
75,16.71924306204509
1178,19.92377162809673
883,19.803644033912228
322,23.677310522547288
20,14.179530538151894
1121,16.714374346414164
728,15.381021189915351
887,20.960125598020124
980,15.509599214374052
1100,12.141876810394212
198,22.891031674335384
1505,12.187224552233056
338,22.095101570703253
41,18.34212130719045
935,23.610568004477425
1097,9.52977783276068
203,20.56948037079984
188,19.90569652683429
968,14.669274314275548
944,20.01427551769903
1009,18.53292304388942
1221,22.5586968772842
159,26.313642543929145
1003,15.260800240665402
1484,9.579282528534636
471,15.956191491283317
708,9.511896524176723
741,12.692367227719796
347,22.55582922974896
472,15.884108313349092
437,19.331519203733905
1417,19.92369655369914
1139,12.311135551590118
61,18.867554042730653
1010,21.65911903997712
463,16.014336729288456
754,15.54786703535366
28,19.771830671501665
1369,12.789143287246247
1561,16.84099940491287
1610,16.664129002026566
280,23.60155876902055
1109,13.101318065351212
123,16.374719532727152
921,18.969347126027493
1322,14.759355894071218
1037,9.07031250489697
1182,15.560781378364922
1646,15.430837684560702
65,16.043352026803774
853,17.69552195026717
1570,11.122938347488388
23,12.530910059761418
842,20.491921687141684
265,20.4364203065799
1389,21.22232053540209
1284,16.898174577394716
1262,14.0579666858734
1721,11.499331713692174
1405,16.77141302215074
964,20.19919918307134
1337,16.973235152344362
884,18.81004856182093
1719,18.16615787151208
735,23.052390100437663
182,24.11294930497884
1620,17.991821275349537
174,17.625783584858365
1069,9.96360862367953
1171,16.783745796634076
29,17.82251113436735
1129,21.6428957399444
967,10.169237009659994
434,24.565989157314245
1335,15.454623116314178
1317,16.943468059084346
1436,8.275399532161215
1413,14.666836266844188
1398,14.554779213749551
550,19.225961453281823
817,14.757011600042304
1138,14.738946631728483
1664,17.84407843220648
695,9.333482816928548
1263,18.48159157707211
1568,21.454351242895438
316,19.151964145158328
932,20.22808730468149
436,22.834679062722376
1229,14.961691638697852
665,18.91007639016265
603,19.339470014896364
1543,15.691380365673703
562,17.832182752528613
1087,13.318168064244864
592,22.910910547963343
1622,14.75949639343298
565,15.164013778522124
1404,20.266682840860387
455,18.82242571516113
844,20.22843414149064
278,23.325821900559383
689,15.641920872067807
64,16.41775360676972
1358,15.174986777585412
1019,13.62833251950204
536,21.24974521087526
1329,13.415113599578396
1270,11.294815791089388
1355,9.728627305278398
769,22.586277686172497
1614,11.306495538413216
961,12.59378995736608
1423,21.118095716779894
1725,20.576503227140307
1225,19.9021943760917
1634,10.922746521802823
774,15.289590585240564
1695,21.45947050398486
512,15.641781219142308
904,14.841204527547932
1241,19.457209815972917
699,21.41117373685826
865,16.47701193276718
931,19.440601986570822
1705,22.314744808766957
509,24.346522847372867
60,21.061029152543263
209,16.737969132168615
1064,19.197192708128476
770,20.653169652412476
206,24.016050815888903
1524,22.903692645825405
1339,15.150048955994494
637,12.091628310638685
1211,19.957536876943276
910,22.8513568453516
1685,16.762054212511842
805,17.358115395197633
1540,12.74993631025993
54,20.22248311322924
1511,12.426065966437472
682,15.711850832811455
499,21.09446057385033
1207,16.64369368008745
1179,20.764702923291733
428,19.366034710862845
1197,7.924629314455602
256,25.48964718964957
66,14.573622366336563
963,13.860452800385936
997,15.290740864171015
1563,20.957962683580043
1448,10.727702668384442
323,21.81360484902104
1391,8.946105944304025
277,22.65610901895237
361,18.181504856649333
667,19.469437669318484
625,14.5145182969423
756,19.289078885980143
1479,22.177459421504853
385,21.735403336045223
1341,8.585125326740139
6,14.19682422494347
346,23.70724988455026
1607,10.079798433905175
942,18.336169726980824
1199,7.983182898369991
1184,21.314878208211702
1426,21.262128782011484
1538,21.784095388240655
124,17.488888242218472
922,22.01950541567093
1303,19.897797437711677
671,23.217586009148746
1052,8.66672084171695
1601,18.17520000267213
1309,10.25694408019092
862,14.863602306918796
414,17.73415485778439
643,10.914897208063309
639,18.352624289545407
1015,13.5814398712314
376,19.01006140618543
497,21.585162091768524
1298,16.2815238243445
1578,11.00826155348472
273,22.01836852468481
843,9.270860940636792
355,21.830084199265055
1360,12.519747487034852
1694,13.798953648794708
1434,14.681786345044523
606,21.6098787145065
1193,17.015849341793636
607,16.78904988958018
605,22.24846898426653
1466,12.714215056368577
259,19.849227492724854
808,12.070646083366004
342,19.98063569461033
938,25.21034367049073
112,20.18410207560104
220,21.087693845094087
740,13.31564473534056
1280,19.60654810263754
399,18.29709070040279
1177,16.41321693463712
1219,21.093056981220137
86,13.169217602248157
1572,18.282290917843667
999,19.787906782818794
984,11.384933383600574
973,19.40458828979497
610,19.585589949932977
291,16.225970445551607
715,17.747945570015556
1501,18.410980072429524
1447,15.203706791328033
480,13.65507076034749
811,14.00587149303412
149,23.699003054399636
893,17.9150623857252
750,19.029025185894543
553,18.37686095042315
949,19.987457772840457
864,18.117282040700385
1222,10.307200820424974
897,19.96735858457557
1422,7.998647461218175
190,17.01563341163026
1103,16.590750749101986
709,14.322744483097855
74,18.557074024209005
1456,7.985943335195231
1430,18.76993671274987
916,18.172189972185567
250,23.523569956794965
1368,21.158486381074542
262,17.811223893031578
1397,9.820602885593413
46,16.927257541748023
736,14.596688179165469
1297,22.73017271551232
73,11.809653874623836
1292,15.246756296711672
1053,19.427665315277345
388,20.894840578236536
1414,12.18449882819361
1714,19.19485512853171
1363,8.311443780545915
677,15.493537565325084
958,21.675683928720723
879,22.148031443844744
1604,9.589334684423708
1651,14.924067047166329
295,19.02526840444347
1697,14.241859629482914
397,22.096983229252533
139,20.81927266104155
595,20.59339829439177
422,20.669129514585663
651,16.40480861061573
1687,13.562699147628008
1145,14.043617692477785
482,20.74193069099713
1606,19.742200400505624
593,19.42119851019473
468,19.20435051022827
557,15.650641528030045
631,8.571410500081196
1576,7.633014346308424
1548,19.56539722490649
1553,19.126286529569576
1494,23.02609391961176
1462,11.992707277422872
572,16.3351678503282
192,19.61586338272558
886,25.129837410219817
1163,10.880485712936826
1079,6.4893907135943065
1443,14.74730442505696
544,14.930712613347383
515,21.6162511171998
1616,20.335426477611037
1155,13.027165130681183
1556,16.284445666850313
1407,20.72408646039688
1715,16.588743219651796
1122,12.17738835083774
1429,21.175344234363784
1551,18.84657335897602
653,13.610575011073298
10,13.948673713298849
1285,20.4566120405095
675,18.03424172260745
829,15.639412484312722
1286,13.41643322942047
530,11.290409975398868
131,21.24026052193639
1324,15.137675854872242
833,17.831019523058867
8,14.269085775905191
1517,12.482469786276663
990,22.289790643728296
996,25.59849807564265
2,19.63617801627004
1195,19.839765605040256
88,13.330443040319434
1626,10.832516564486722
417,21.578329201979475
1071,9.066665239044976
335,20.890794033877977
611,19.64397885867319
305,24.86280526699359
1421,19.548047282301606
229,23.68123923535351
1301,13.123488426450145
738,12.432025982936858
386,23.553424984267934
636,9.46414629189236
987,14.305121198751603
920,21.98537234652891
371,23.979412449484396
353,21.065238650839134
1663,9.075940224236522
462,13.82301026945531
1083,10.910168842465229
803,18.044218882665994
231,18.22241134678928
1605,12.59371610980204
623,12.636244067717554
693,6.602467235892945
136,18.96680753529597
83,16.334643420418054
87,14.223582303452392
1202,14.722943341748724
176,26.0574832394888
716,15.689699123249383
520,22.16564217495366
891,15.43421402663778
403,21.38534725836997
257,16.76920427832741
1282,20.788374930101792
302,24.06279793366061
1440,12.641763253789271
1583,11.99888050561158
140,22.28069913141832
678,13.311930030853652
1238,11.339103838112305
1135,14.814285806564856
1519,10.837734955574836
630,19.615271154943027
1667,17.708386890270297
970,18.11924966381294
1257,9.6190069071535
705,19.048233973291136
1354,16.13544562199012
1541,15.9027184206406
933,24.60062100233121
477,14.210166591954971
573,20.93299582995557
609,20.87010910336595
98,13.912595604571512
989,19.53768902798011
975,12.515757916870228
77,17.523614962012243
1314,19.756389850480325
650,15.065372396127668
1535,21.24877075219042
1110,10.552884798910972
1730,10.161952234541062
616,25.090425807618704
1224,9.805756426203384
1480,22.48120097768416
979,14.82836842281566
145,21.129179819527184
76,13.694719539526591
1703,13.541010412837355
1402,19.919158912749463
243,25.279037259984563
757,21.072039135190188
850,18.141318205331363
772,14.578165221781212
1287,22.674645294637926
263,18.23667664891161
1516,15.121690159836316
330,23.14130750487922
791,17.8434268341779
1,20.630742866642915
186,26.71021236219673
1686,10.975441458946348
1559,20.04734127955665
97,12.429610194216568
1743,20.24758584390382
1304,13.514159085280118
481,14.42936127552324
1159,18.44792307868204
539,20.40081957568444
1162,23.79204012987157
621,13.095739298067116
600,19.55636130341605
1487,12.385594284551894
483,22.15530245659525
1692,12.830390024604334
881,17.454805488808663
368,22.724631662753797
1061,21.60701121756759
737,18.90337755290674
1384,15.465428458588685
946,22.78611828079228
313,17.66331054862706
1566,12.564742192097466
955,12.668465907303323
1016,15.579713314288146
260,17.566559430548818
1132,12.04746682115582
909,20.453630430700755
7,19.72305108335245
1629,18.35804661228341
1401,17.954587347851394
264,17.22940192342343
764,12.521107691171173
812,14.61087202966272
1482,13.22616032339942
995,19.08030630732549
885,22.01040895047516
1581,18.060995018929663
834,15.009833261596093
215,18.334154279218527
797,17.044353696095804
487,22.88696048026784
1710,16.91110089745014
1547,12.714974244304004
1011,12.46164980437132
162,22.584290310046885
449,22.388091111542607
100,14.453190527830952
615,16.99426203844501
518,22.93454143790849
1455,14.850639811132412
236,19.00070986810309
1119,15.69401162027895
673,22.09866033982336
1539,13.600968041444236
373,20.433692984767006
1371,8.310068065757747
1040,9.126607639058346
1463,23.04462617541781
1676,14.430083545796188
1131,10.321294148267448
972,16.48421107794731
1723,16.906243489071386
226,16.73726237501063
68,19.94296191059601
1495,16.12185308954001
111,24.086553340536643
410,26.260386461547483
1128,8.237022639510451
947,20.14241765917659
1277,19.053396247187237
1361,7.2711536615143135
1281,13.69945969764566
983,19.530102273686467
4,17.021612935399986
117,16.25543737867041
1514,8.147811309547755
349,16.242984179549012
181,15.8310953641113
876,17.194653065662656
598,22.00004383299318
1383,16.507378978749497
759,11.777172806475368
122,19.00626382979564
694,11.484068764180297
1269,8.812979335759849
1485,10.780249504883257
1161,21.61180434498416
125,15.605662433831242
1674,21.4801978263942
1045,19.60162980515632
866,16.43225481644199
239,23.76331973063026
1451,7.568616284553979
687,17.33436445028139
723,18.132049978843792
1306,12.13297100375637
703,14.508052072149498
1204,20.130167981775017
720,10.543471859904528
1315,19.413487134057338
1530,7.822974716170843
63,19.72677085602413
1427,22.000564071704368
1206,23.2392544195131
445,18.16608214025966
868,14.124608286154498
1290,12.61402979069542
719,15.721510364375268
127,15.912967936583335
962,16.40015100357291
1141,17.726663293577072
1170,23.067874777427683
1488,11.618145309204571
1406,18.46924615894869
1267,16.080965641613922
549,23.18327117609608
1465,21.04129822895397
660,16.764263659183218
9,17.671826117050284
1293,13.72714956631305
1032,19.833417173437446
130,17.206161061399566
1632,12.469786942587623
247,27.08939251076045
525,20.92000902021801
